Name,Gender,Age,Height(cm),Weight(kg),Lifestyle,Exercise,Daily Calories Intake,Target,"How motivated are you for being healthy
(in %)",Body Mass Index (BMI),Basal Metabolic Rate (BMR),Type,Body Fat Percentage (BFP),Body Type,"Daily Calorie Need (Based on BMR and Exercise)
(in Calorie)","Total Daily Energy Expenditure (TDEE) (Based on BMR and Lifestyle)
(in Calorie)",Suggestion
A3448,Male,22,152,62,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),4306,Loose Weight,68,26.84,1530.85,Adult Male,21.0622,Overweight,2641,3444,LOW CARB DIET (25:35:40)
A3449,Male,22,152,66,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),3461,Maintain Weight,69,28.57,1585.85,Adult Male,23.1398,Overweight,1903,3568,BALANCE DIET (55:25:20)
A3450,Male,22,152,70,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3433,Gain Muscle,94,30.30,1640.85,Adult Male,25.2173,Obese,2256,3692,ZONE DIET (40:30:30)
A3451,Male,22,152,74,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3625,Loose Weight,72,32.03,1695.85,Adult Male,27.2949,Obese,2629,3816,LOW CARB DIET (25:35:40)
A3452,Male,22,152,78,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),4136,Maintain Weight,65,33.76,1750.85,Adult Male,29.3725,Obese,3020,3939,BALANCE DIET (55:25:20)
A3453,Male,22,152,82,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),5038,Gain Muscle,83,35.49,1805.85,Adult Male,31.4500,Obese,3115,4063,ZONE DIET (40:30:30)
A3454,Male,22,152,86,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),4982,Loose Weight,87,37.22,1860.85,Adult Male,33.5276,Obese,2233,4187,KETOGENIC DIET (5:35:60)
A3455,Male,22,152,90,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3578,Maintain Weight,82,38.95,1915.85,Adult Male,35.6052,Obese,2634,4311,BALANCE DIET (55:25:20)
A3456,Male,22,152,94,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),4479,Gain Muscle,86,40.69,1970.85,Adult Male,37.6827,Obese,3055,4434,ZONE DIET (40:30:30)
A3457,Male,22,152,98,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3601,Loose Weight,82,42.42,2025.85,Adult Male,39.7603,Obese,3495,4558,KETOGENIC DIET (5:35:60)
A3458,Male,22,152,102,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),5665,Maintain Weight,62,44.15,2080.85,Adult Male,41.8378,Obese,2497,4682,LOW CARB DIET (25:35:40)
A3459,Male,22,158,50,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3361,Gain Muscle,73,20.03,1395.86,Adult Male,12.8946,Normal,1919,3141,ZONE DIET (40:30:30)
A3460,Male,22,158,54,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3558,Loose Weight,61,21.63,1450.86,Adult Male,14.8174,Normal,2249,3264,LOW CARB DIET (25:35:40)
A3461,Male,22,158,58,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),4405,Maintain Weight,80,23.23,1505.86,Adult Male,16.7401,Normal,2598,3388,BALANCE DIET (55:25:20)
A3462,Male,22,158,62,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),3933,Gain Muscle,84,24.84,1560.86,Adult Male,18.6629,Normal,1873,3512,HIGH CARB DIET(60:20:20)
A3463,Male,22,158,66,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2945,Loose Weight,94,26.44,1615.86,Adult Male,20.5857,Overweight,2222,3636,KETOGENIC DIET (5:35:60)
A3464,Male,22,158,70,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),4737,Maintain Weight,94,28.04,1670.86,Adult Male,22.5085,Overweight,2590,3759,ZONE DIET (40:30:30)
A3465,Male,22,158,74,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3184,Gain Muscle,82,29.64,1725.86,Adult Male,24.4312,Overweight,2977,3883,BALANCE DIET (55:25:20)
A3466,Male,22,158,78,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),4167,Loose Weight,77,31.24,1780.86,Adult Male,26.3540,Obese,2137,4007,LOW CARB DIET (25:35:40)
A3467,Male,22,158,82,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),4544,Maintain Weight,73,32.85,1835.86,Adult Male,28.2768,Obese,2524,4131,BALANCE DIET (55:25:20)
A3468,Male,22,158,86,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),4595,Gain Muscle,94,34.45,1890.86,Adult Male,30.1995,Obese,2931,4254,ZONE DIET (40:30:30)
A3469,Male,22,158,90,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),4291,Loose Weight,94,36.05,1945.86,Adult Male,32.1223,Obese,3357,4378,KETOGENIC DIET (5:35:60)
A3470,Male,22,158,94,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),3827,Maintain Weight,67,37.65,2000.86,Adult Male,34.0451,Obese,2401,4502,BALANCE DIET (55:25:20)
A3471,Male,22,158,98,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),5551,Gain Muscle,75,39.26,2055.86,Adult Male,35.9678,Obese,2827,4626,ZONE DIET (40:30:30)
A3472,Male,22,158,102,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),5794,Loose Weight,89,40.86,2110.86,Adult Male,37.8906,Obese,3272,4749,KETOGENIC DIET (5:35:60)
A3473,Male,22,164,50,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2791,Maintain Weight,78,18.59,1425.88,Adult Male,11.1681,Normal,2460,3208,BALANCE DIET (55:25:20)
A3474,Male,22,164,54,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2632,Gain Muscle,67,20.08,1480.88,Adult Male,12.9528,Normal,1777,3332,ZONE DIET (40:30:30)
A3475,Male,22,164,58,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3179,Loose Weight,94,21.56,1535.88,Adult Male,14.7375,Normal,2112,3456,LOW CARB DIET (25:35:40)
A3476,Male,22,164,62,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),4439,Maintain Weight,61,23.05,1590.88,Adult Male,16.5221,Normal,2466,3579,BALANCE DIET (55:25:20)
A3477,Male,22,164,66,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2926,Gain Muscle,93,24.54,1645.88,Adult Male,18.3068,Normal,2839,3703,HIGH CARB DIET(60:20:20)
A3478,Male,22,164,70,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),4937,Loose Weight,64,26.03,1700.88,Adult Male,20.0914,Overweight,2041,3827,LOW CARB DIET (25:35:40)
A3479,Male,22,164,74,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),2766,Maintain Weight,76,27.51,1755.88,Adult Male,21.8761,Overweight,2414,3951,BALANCE DIET (55:25:20)
A3480,Male,22,164,78,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3667,Gain Muscle,61,29.00,1810.88,Adult Male,23.6607,Overweight,2807,4074,ZONE DIET (40:30:30)
A3481,Male,22,164,82,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2981,Loose Weight,70,30.49,1865.88,Adult Male,25.4454,Obese,3219,4198,LOW CARB DIET (25:35:40)
A3482,Male,22,164,86,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),4495,Maintain Weight,65,31.98,1920.88,Adult Male,27.2300,Obese,2305,4322,BALANCE DIET (55:25:20)
A3483,Male,22,164,90,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3823,Gain Muscle,69,33.46,1975.88,Adult Male,29.0147,Obese,2717,4446,HIGH CARB DIET(60:20:20)
A3484,Male,22,164,94,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),5255,Loose Weight,75,34.95,2030.88,Adult Male,30.7993,Obese,3148,4569,LOW CARB DIET (25:35:40)
A3485,Male,22,164,98,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3895,Maintain Weight,94,36.44,2085.88,Adult Male,32.5840,Obese,3598,4693,BALANCE DIET (55:25:20)
A3486,Male,22,164,102,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),5443,Gain Muscle,91,37.92,2140.88,Adult Male,34.3686,Obese,2569,4817,ZONE DIET (40:30:30)
A3487,Male,22,170,50,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3374,Loose Weight,88,17.30,1455.90,Adult Male,9.6212,Underweight,2002,3276,BALANCE DIET (55:25:20)
A3488,Male,22,170,54,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3230,Maintain Weight,69,18.69,1510.90,Adult Male,11.2821,Normal,2342,3400,BALANCE DIET (55:25:20)
A3489,Male,22,170,58,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2572,Gain Muscle,80,20.07,1565.90,Adult Male,12.9430,Normal,2701,3523,HIGH CARB DIET(60:20:20)
A3490,Male,22,170,62,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2991,Loose Weight,75,21.45,1620.90,Adult Male,14.6039,Normal,1945,3647,LOW CARB DIET (25:35:40)
A3491,Male,22,170,66,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),4525,Maintain Weight,73,22.84,1675.90,Adult Male,16.2648,Normal,2304,3771,BALANCE DIET (55:25:20)
A3492,Male,22,170,70,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3388,Gain Muscle,90,24.22,1730.90,Adult Male,17.9257,Normal,2683,3895,HIGH CARB DIET(60:20:20)
A3493,Male,22,170,74,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),4782,Loose Weight,72,25.61,1785.90,Adult Male,19.5866,Overweight,3081,4018,LOW CARB DIET (25:35:40)
A3494,Male,22,170,78,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),3811,Maintain Weight,78,26.99,1840.90,Adult Male,21.2475,Overweight,2209,4142,BALANCE DIET (55:25:20)
A3495,Male,22,170,82,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),4223,Gain Muscle,88,28.37,1895.90,Adult Male,22.9084,Overweight,2607,4266,ZONE DIET (40:30:30)
A3496,Male,22,170,86,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),4960,Loose Weight,94,29.76,1950.90,Adult Male,24.5693,Overweight,3024,4390,KETOGENIC DIET (5:35:60)
A3497,Male,22,170,90,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3385,Maintain Weight,83,31.14,2005.90,Adult Male,26.2302,Obese,3460,4513,BALANCE DIET (55:25:20)
A3498,Male,22,170,94,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3617,Gain Muscle,81,32.53,2060.90,Adult Male,27.8911,Obese,3555,4637,HIGH CARB DIET(60:20:20)
A3499,Male,22,170,98,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),4047,Loose Weight,84,33.91,2115.90,Adult Male,29.5520,Obese,2539,4761,KETOGENIC DIET (5:35:60)
A3500,Male,22,170,102,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),6252,Maintain Weight,79,35.29,2170.90,Adult Male,31.2129,Obese,2985,4885,LOW CARB DIET (25:35:40)
A3501,Male,22,176,50,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),2909,Gain Muscle,69,16.14,1485.92,Adult Male,8.2298,Underweight,2303,3343,ZONE DIET (40:30:30)
A3502,Male,22,176,54,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),3259,Loose Weight,76,17.43,1540.92,Adult Male,9.7794,Underweight,2658,3467,BALANCE DIET (55:25:20)
A3503,Male,22,176,58,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),2909,Maintain Weight,64,18.72,1595.92,Adult Male,11.3290,Normal,1915,3591,BALANCE DIET (55:25:20)
A3504,Male,22,176,62,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),4420,Gain Muscle,80,20.02,1650.92,Adult Male,12.8786,Normal,2270,3715,HIGH CARB DIET(60:20:20)
A3505,Male,22,176,66,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3147,Loose Weight,78,21.31,1705.92,Adult Male,14.4282,Normal,2644,3838,LOW CARB DIET (25:35:40)
A3506,Male,22,176,70,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),4. Very active (hard exercise/sports 6-7 days a week),2773,Maintain Weight,86,22.60,1760.92,Adult Male,15.9778,Normal,3038,3962,BALANCE DIET (55:25:20)
A3507,Male,22,176,74,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),1. Sedentary (little or no exercise),4045,Gain Muscle,92,23.89,1815.92,Adult Male,17.5274,Normal,2179,4086,HIGH CARB DIET(60:20:20)
A3508,Male,22,176,78,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),2. Lightly active (light exercise/sports 1-3 days/ week),3831,Loose Weight,87,25.18,1870.92,Adult Male,19.0769,Overweight,2573,4210,KETOGENIC DIET (5:35:60)
A3509,Male,22,176,82,3. Vigorously active (Agricultural worker (non mechanized) or person swimming two hours daily),3. Moderately active (moderate exercise/sports 3-5days/week),3943,Maintain Weight,60,26.47,1925.92,Adult Male,20.6265,Overweight,2985,4333,BALANCE DIET (55:25:20)
